SYMBOL	ENTREZID
LINC02050	105377175
SYNPR-AS1	100874016
IQCF1	132141
LINC01608	101927459
TMEM89	440955
USP17L7	392197
LINC00601	101101772
LBX1	10660
LINC00545	440132
NHS-AS1	100873920
TRPC5OS	100329135
C9orf57	138240
ZAR1L	646799
TAB2-AS1	105378049
INS	3630
SMCO1	255798
COX7B2	170712
WWC2-AS1	101928734
FAM216B	144809
TDRG1	732253
IMPG1	3617
LINC01198	101929344
OVCH2	341277
MIR4500HG	642345
LINC00397	101930749
MYH7	4625
IGHEP1	3498
TPH2	121278
LINC02421	101927901
RXYLT1-AS1	104169670
APOF	319
OR5P2	120065
LINC02441	105370070
NOS1	4842
TBX5-AS1	255480
LINC02373	105369822
LRRC10	376132
LINC00615	439916
LINC01968	100507391
LINC01322	103695433
NOX5	79400
LINC02554	100507657
IDH2-DT	105370966
LINC00898	400932
DSCAM-AS1	100506492
LINC01793	101927285
MIMT1	100073347
PCGEM1	64002
ABHD16B	140701
BPIFA3	128861
BPIFA1	51297
SHISA9	729993
HRH3	11255
CHRNA4	1137
SLC1A6	6511
LMF1-AS1	101929387
NCAN	1463
SCGB2B2	284402
PSG9	5678
ERVV-1	147664
ERVV-2	100271846
OSTN	344901
ZPBP2	124626
C1orf141	400757
VRTN	55237
CCDC175	729665
OR5AU1	390445
COL4A2-AS1	100874203
IGHV3-62	28416
PITPNM2-AS1	100507091
HCG21	102723346
TFAP2D	83741
LINC01625	645434
ZPBP	11055
PLA2G4E	123745
EXD1	161829
GOLGA6L2	283685
LINC00221	338005
OBP2A	29991
ZNF30-AS1	102723513
IGF2-AS	51214
LINC01219	104355220
LCN15	389812
C9orf50	375759
LINC00973	105374003
LINC02269	101928478
HELT	391723
LINC00994	100287879
OR9Q2	219957
OR5T2	219464
ALK	238
POU3F2	5454
LINC01419	103352670
OR51B5	282763
FBXO3-DT	101928440
LINC01606	100507651
BTG4	54766
BLID	414899
GAGE1	2543
LRRC19	64922
LINC01447	101929086
XAGE2	9502
ARL13A	392509
LINC00629	100506757
RSPO2	340419
CT55	54967
HCRTR1	3061
CATSPER4	378807
RNF17	56163
KCNH5	27133
C16orf90	646174
LCE1D	353134
PITX3	5309
LRRTM4	80059
ATOH7	220202
LINC01815	100507201
C3orf20	84077
LINC01983	101929697
CGB3	1082
KRT3	3850
FGF21	26291
ATP6V1G3	127124
STATH	6779
C10orf90	118611
PAPPA-AS2	103611155
PNLIPRP1	5407
MRLN	100507027
C11orf97	643037
PRKCA-AS1	101928001
P4HA3-AS1	101928580
CHRM1	1128
SCGB1D2	10647
LINC02331	105370503
LINC00871	100506412
NXPE2	120406
LINC02522	101928106
RFPL4B	442247
PINCR	101927501
SLURP2	432355
TUBAL3	79861
CYP4A22	284541
CYP4Z1	199974
WFDC13	164237
GRM1	2911
LINC01326	106144540
FSTL5	56884
SNHG27	101927305
PRL	5617
PBOV1	59351
PRSS55	203074
CCDC158	339965
HEPN1	641654
GPR158-AS1	100128811
GPR26	2849
LINC02420	102724433
LINC00290	728081
LINC01305	285084
AVP	551
OR2C3	81472
KCNS2	3788
PCDHA6	56142
VWC2L	402117
C2orf80	389073
LINC02237	105375706
DPP10-AS1	389023
SLC5A7	60482
LINC01668	101928311
ZBBX	79740
LINC02250	105370737
GMNC	647309
KNG1	3827
TRPM1	4308
WDR87	83889
ACSM2A	123876
SLC35G3	146861
TH2LCRR	101927761
KLF14	136259
LINC02490	105370822
ZP2	7783
KRTAP17-1	83902
PAX4	5078
LINC01456	105373144
CYP3A7	1551
CYP4A11	1579
F13B	2165
CFAP206	154313
CIB3	117286
CYP2A7	1549
MAP3K19	80122
SPAM1	6677
ERAS	3266
DCAF12L2	340578
MUC15	143662
TBX22	50945
TSPAN19	144448
LINC01445	102723605
SLC4A9	83697
BBOX1	8424
MCHR2	84539
TMEM215	401498
MEI4	101928601
OR9Q1	219956
TMEM31	203562
NRSN1	140767
RASGEF1C	255426
LINC02159	285629
CYP7A1	1581
SPANXN5	494197
LAMB4	22798
ACOT12	134526
GPR6	2830
KRTAP3-3	85293
NOTO	344022
C22orf42	150297
KLF17	128209
FOXE3	2301
SPATA42	642864
HSD3B1	3283
LINC01352	101929730
TRIM67	440730
NPPB	4879
LINC00313	114038
LINC00160	54064
C20orf203	284805
LINC01714	102724539
PKDREJ	10343
LINC01666	105372730
LINC01820	105374582
ATP6V1B1	525
LINC02015	102724550
CTCFL	140690
HTR3C	170572
WFDC10A	140832
LINC02473	107986266
BPIFB4	149954
PDCL2	132954
DEFB132	400830
CSN1S1	1446
LINC01927	101927651
SLC25A41	284427
PAQR9	344838
LINC01956	124905956
STEAP3-AS1	100874111
POTEE	445582
ZPLD1	131368
LSAMP-AS1	101926903
LRRC3-DT	100861510
GABRA5	2558
GOLGA8G	283768
LINC00868	283994
IBA57-DT	574432
C1orf105	92346
RPTN	126638
SIX3-AS1	100506108
FOXI3	344167
LRRC74A	145497
CYP2A6	1548
CACNG7	59284
LINC01812	101927701
LINC01828	102800447
LINC00184	100302691
PRC1-AS1	100507118
RTP3	83597
G2E3-AS1	105370431
OR4P4	81300
RFX4	5992
ZBTB20-AS3	104413890
GRIK3	2899
UNC13C	440279
SZT2-AS1	100873952
PAQR9-AS1	101927832
OLFM3	118427
LINC01361	101927498
LINC00951	401260
UBE2U	148581
LUADT1	106182249
FOXD3	27022
BSND	7809
CATSPERD	257062
PMP2	5375
KRTAP3-2	83897
EXTL1	2134
MRAP	56246
ASIC2	40
PHF21B	112885
ANKRD62	342850
SOX10	6663
GAS2L2	246176
CDH7	1005
MT1B	4490
TUBA3E	112714
RAB6C	84084
TRIM43	129868
DSG1	1828
GALR3	8484
IL36RN	26525
UGT1A9	54600
BANF2	140836
LINC00488	677779
C4orf54	285556
GIMD1	100507096
F11	2160
SLC2A7	155184
ELFN2	114794
KLK15	55554
PRODH2	58510
IGFL1	374918
PRORY	100533178
CCDC116	164592
LIF-AS1	110806283
SPACA4	171169
PKP4-AS1	100129029
MSTN	2660
TUBA4B	80086
GLIS3-AS1	84850
ARL14EPL	644100
LINC01337	103689917
TMEM252	169693
SLC6A3	6531
SLC6A18	348932
LINC00616	641365
EWSAT1	283673
MLN	4295
RSPH10B2	728194
MLIP	90523
CNPY1	285888
PCDHA9	9752
PRR27	401137
OBP2B	29989
FAM3D-AS1	105377108
BEST3	144453
LINC01811	101928114
SLC17A8	246213
UGT1A8	54576
LINC02340	105370125
OXGR1	27199
RPL10L	140801
INHA	3623
CHURC1-FNTB	100529261
MIR4713HG	109729174
RETNLB	84666
KY	339855
KRT83	3889
GJD4	219770
DEFB131A	644414
TMEM72	643236
LINC02026	647323
LINC00858	170425
LINC01213	101927992
AGXT2	64902
PLCE1-AS1	100128054
FDCSP	260436
C6orf118	168090
UGT2B11	10720
LINC01545	724087
WASIR1	100128260
ARHGAP19-SLIT1	100533184
PRLHR	2834
LINC02579	339807
OR2M3	127062
C12orf56	115749
C12orf54	121273
LINC01210	100507274
FOXD4L1	200350
SYT10	341359
ABCB11	8647
ROPN1	54763
WDR38	401551
SPATA22	84690
DRC7	84229
CACNA1B	774
TMEM210	100505993
LINC02247	105376310
TEKT1	83659
ANO3	63982
TBC1D3C	414060
LINC02071	101927274
LMO1	4004
THRSP	7069
SLC5A8	160728
SCGB2A2	4250
SCGB1D1	10648
LINC00621	100996930
FER1L6-AS1	439941
HPR	3250
MS4A12	54860
KRTAP4-5	85289
LINC01645	102724661
UGT3A1	133688
LINC01900	102724208
TCP10L2	401285
CENPVL3	347549
PLAC1	10761
CARD18	59082
VSX1	30813
ZDHHC22	283576
GIP	2695
DCT	1638
USH1G	124590
HNF4A-AS1	101927219
LINC01345	105376672
INSL5	10022
ATXN8OS	6315
KLHL1	57626
LINC01731	105371226
DHRS7C	201140
GJD2	57369
FAM25C	644054
LINC02418	100190940
SLC10A2	6555
AGBL1	123624
TBPL2	387332
PGPEP1L	145814
PRR35	146325
LINC02382	100506107
LINC01897	124904311
C1orf232	110806296
LINC02208	101927280
TEX46	729059
KCNJ9	3765
PDC	5132
LINC00538	100861504
LINC02197	102724392
KIF26B-AS1	111216275
DNAJC5G	285126
PCDHA5	56143
SPINK14	408187
FNDC8	54752
LINC02565	105372138
PCDHA1	56147
COL20A1	57642
ACTBL2	345651
LINC02538	401286
MIR548A1HG	105374956
EZR-AS1	101409257
NDST4	64579
ANKRD61	100310846
TACR3	6870
CFAP299	255119
GHRHR	2692
CAPSL	133690
SP9	100131390
MROH2A	339766
UGT2B10	7365
UGT2B4	7363
LINC02119	101929745
LINC02512	107986241
TTC29	83894
ASIC5	51802
FOXI1	2299
NKX2-5	1482
PRR18	285800
RAET1E-AS1	100652739
RAB40A	142684
SYT9	143425
NXPH1	30010
LINC01863	107986480
LINC02516	101927087
LINC02036	100505920
LRIT3	345193
RBM46	166863
LINC02515	102723920
LINC01187	100507267
ASB4	51666
NCOA7-AS1	104355145
KHDC1L	100129128
RNASE13	440163
LINC02568	102723344
SLC39A2	29986
PLUT	100861550
LINC01167	103695432
LGSN	51557
CRISP2	7180
TMEM151B	441151
GLP1R	2740
LINC01153	101927889
STH	246744
DSG2-AS1	100652770
PARAL1	101929371
CST9L	128821
CST9	128822
DEPDC1-AS1	101927220
PSG8-AS1	100289650
TEX101	83639
LINC01778	105378622
C8A	731
SLC9C2	284525
LINC01582	101927332
TERB1	283847
CHRNB2	1141
FLG	2312
MYH1	4619
GPR61	83873
MYBPHL	343263
CYP3A43	64816
PSMB11	122706
DAZ3	57054
OR3A1	4994
DAZ2	57055
SRY	6736
ASPDH	554235
KRTDAP	388533
STARD6	147323
CDH22	64405
MIS18A-AS1	100874202
CALML6	163688
MYOZ2	51778
DAZ4	57135
RUNX2-AS1	105375077
TNFRSF10A-AS1	110806274
INTS9-AS1	109729178
RESP18	389075
CYP4F26P	106478958
TNP1	7141
USP26	83844
FCAMR	83953
OR9A4	130075
LINC01565	23434
DAW1	164781
LRTM1	57408
SSX1	6756
SYP-AS1	100873921
PFKFB1	5207
PAGE2B	389860
IL1RAPL2	26280
LINC01304	100505964
CHRM3-AS1	100873984
USH2A	7399
KCNH1	3756
CCDC70	83446
LINC00392	100874155
CCDC177	56936
LINC01831	101927331
OR6A2	8590
LINC00678	101410541
KRTAP5-9	3846
C1GALT1C1L	728819
SIAH2-AS1	105374155
ROPN1B	152015
CLDN22	53842
FSCB	84075
MRGPRF-AS1	101928200
SHANK2-AS3	220070
ARAP1-AS1	100874075
OR8D4	338662
SLC22A11	55867
MRPL23-AS1	100133545
TMEM179	388021
STPG3-AS1	100129722
OR8H1	219469
CSRP3	8048
LINC02324	100128233
LINC02448	105369792
CASC18	101929110
LINC02388	101927653
MANSC4	100287284
LINC02450	105369739
C1QL4	338761
KRT6C	286887
PROSER2-AS1	219731
MTRNR2L7	100288485
SOHLH2	54937
ANKRD1	27063
HOGA1	112817
TECTB	6975
LINC00867	100506126
GJA3	2700
ADGRD1-AS1	105755954
HCN4	10021
LINC01508	101927873
LINC01611	105377880
PFN3	345456
KRTAP1-1	81851
LINC01016	100507584
KRT40	125115
LIN28B	389421
VGLL2	245806
MYH2	4620
SLC25A2	83884
ZFP42	132625
IRX4	50805
LINC02121	105374631
LINC01905	102724698
LINC02145	401172
MAPK4	5596
KRT32	3882
MC5R	4161
MYL10	93408
XKR5	389610
PRSS51	346702
LINC00534	100874052
LINC01287	103724390
SCRT1	83482
CPLX3	594855
CTAG2	30848
MAGEA1	4100
MAGEA6	4105
MAGEA12	4111
CLDN34	100288814
ASB12	142689
LINC02243	340581
SPANXB1	728695
SPANXC	64663
MAGEA9B	728269
GABRQ	55879
DPPA2	151871
UNC5D	137970
EPPIN	57119
WFDC8	90199
WFDC11	259239
PLPPR3	79948
PPP1R42	286187
DEFB4B	100289462
CACTIN-AS1	404665
ZNF560	147741
BEST2	54831
WFDC6	140870
UPK1A-AS1	100862728
KRTAP5-5	439915
RSPO4	343637
C20orf141	128653
SEL1L2	80343
KCNS1	3787
GRPR	2925
SPTA1	6708
SLC6A11	6538
CACNG6	59285
XAGE3	170626
NTF4	4909
LINC00165	727701
NLRP8	126205
GSTT4	25774
APOBEC3B-AS1	100874530
LINC01549	100505929
LINC00314	246705
LINC01671	101928233
LINC00434	100874169
NKX2-8	26257
FRMD6-AS2	100874185
ISM2	145501
FXYD6-FXYD2	100533181
HIGD2B	123346
PRKG1-AS1	100506939
VWA8-AS1	100507240
C11orf16	56673
PTPRQ	374462
LINC02458	728084
LINC02456	105369942
NRAP	4892
LINC00572	100861573
DNTT	1791
LINC00507	100862680
DYDC2	84332
C11orf87	399947
CHRNA3	1136
SH3GL3	6457
LINC02141	101927580
LINC02188	102724344
PTH	5741
SMCR2	105371564
KRT33B	3884
KRT34	3885
ABCA9-AS1	104355297
GPR83	10888
LINC02092	400620
CTAGE1	64693
GLYATL1	92292
KRTAP5-8	57830
MEIOB	254528
GPHA2	170589
TEX54	111216277
RNF151	146310
PRSS41	360226
LINC02167	400533
SYCN	342898
FYB2	199920
ALPP	250
SCYGR4	112441430
TBR1	10716
MGC16275	85001
LINC01594	102724774
LINC00636	285205
SLC10A4	201780
AGBL5-AS1	100874031
MT1HL1	645745
VCX	26609
NAT16	375607
MIR3150BHG	105375650
POLH-AS1	111216283
CCL3L3	414062
PADI3	51702
CYP4F35P	284233
ZNF790-AS1	284408
SBSN	374897
IGFL3	388555
LGALS7	3963
TPTEP1	387590
NKAIN4	128414
LAMA5-AS1	101928158
TMPRSS15	5651
LINC00113	54088
RALY-AS1	101926888
LINC01342	254099
LINC00114	400866
DAZ1	1617
FUT5	2527
PLA2G3	50487
LDLRAD1	388633
CLCNKA	1187
EFNA2	1943
CYP24A1	1591
DSCAS	101927698
ZNF536	9745
CLCA1	1179
HTR4	3360
MCIDAS	345643
SLC22A7	10864
LINC00964	157381
DKK4	27121
ADGRG4	139378
LINC01022	105375616
F11-AS1	285441
DLEU1	10301
ALPI	248
RPPH1	85495
CIB4	130106
LINC00276	100499171
PRLH	51052
SLC2A2	6514
SYNPR	132204
TPT1-AS1	100190939
POTEC	388468
ZNF32-AS2	414208
LINC00845	100507058
TBX10	347853
FAM186B	84070
TCERG1L-AS1	101927489
GRIN1	2902
SLC34A3	142680
OR52N4	390072
MIP	4284
LINC02394	105369841
SPATA8	145946
PLIN1	5346
FBXW10	10517
CCDC33	80125
LINC02399	105369891
LINC01050	103689845
BCL2L2-PABPN1	100529063
LINC01711	79160
SPO11	23626
PLCZ1	89869
C10orf120	399814
ATP5MF-PTCD1	100526740
TMEM270	135886
OVCH1	341350
GRTP1-AS1	100874068
FLRT1	23769
AKR1B15	441282
AKAP14	158798
TAF7L	54457
CFAP47	286464
IFNK	56832
IGKV1OR9-2	106480274
EN2	2020
OR2A42	402317
ELDR	102725541
ABCA13	154664
TBC1D3G	101060321
LINC02544	101929504
CORO7-PAM16	100529144
GAS8-AS1	750
TBC1D3H	729877
MIR2117HG	106660605
FAM187A	100528020
OR4D2	124538
CYP2W1	54905
NANOGP8	388112
KLHL7-DT	100775104
PRR25	388199
P4HA2-AS1	100861518
BRINP1	1620
PRSS48	345062
CLDN24	100132463
SLC24A2	25769
BANCR	100885775
FOXD4L5	653427
EQTN	54586
THOC7-AS1	100874039
LINC01988	100506319
GJA9	81025
RMDN2-AS1	101410544
KRTAP5-2	440021
C2orf66	401027
STPG3	441476
PRDM12	59335
LURAP1L-AS1	101929467
TCEAL3-AS1	100874119
PKIA-AS1	101927003
LINC00967	100505659
LINC01602	100505477
HSFX1	100506164
NAT2	10
FGF20	26281
RP1L1	94137
PGAM4	441531
CASK-AS1	100873928
TYRP1	7306
RSPH10B	222967
SLURP1	57152
LINC01300	731779
LUARIS	100506895
RNF133	168433
TAS2R3	50831
TGIF2-RAB5IF	100527943
RNF225	646862
CPB2	1361
LINC00381	100874151
NGB	58157
CGB8	94115
NPY4R2	100996758
NUTM1	256646
GLYAT	10249
SAA2-SAA4	100528017
LINC02000	100507210
MAGEB17	645864
COL6A5	256076
CT45A3	441519
CSAG2	102723547
MAGEA2B	266740
LINC01471	101927149
MAGI1-AS1	100873983
FLNB-AS1	105377105
AGXT	189
EMX1	2016
LINC02284	102723699
SLFN14	342618
NAT8	9027
HS3ST4	9951
FBXO40	51725
TRBV7-5	28593
SRD5A2	6716
IFIT1B	439996
CHRNA2	1135
SPANXN4	441525
RAD21L1	642636
NBPF4	148545
NBPF6	653149
POM121L2	94026
LINC02587	101927524
DYTN	391475
LINC01194	404663
CBY3	646019
LINC01205	401082
ARHGAP26-AS1	100874239
PSD2	84249
LINC01446	401337
LINC01967	107986041
MIR5689HG	106660610
SLC17A4	10050
MYOG	4656
OR2T4	127074
LINC01248	102723818
FSHR	2492
LINC02476	105375475
CLEC18C	283971
FGF5	2250
LINC01901	105372080
SOWAHB	345079
SBK2	646643
UGT2B7	7364
HAO2	51179
TLR8-AS1	349408
CER1	9350
SLC22A8	9376
SHISAL2B	100132916
CPN1	1369
LINC01154	106144575
C13orf42	647166
LINC02335	124903234
LINC01429	101927678
FOXN1	8456
KRT9	3857
NEUROD2	4761
KRT14	3861
TMEM92-AS1	103752589
CFAP97D1	284067
DNAH9	1770
TBX4	9496
PGBD3	267004
CNGB1	1258
LINC00540	100506622
LINC01228	104266962
SPDYC	387778
LINC01910	101060542
CDH19	28513
SERPINB7	8710
RNU12	267010
SERPINB3	6317
GRP	2922
MIR122HG	112441433
TUG1	55000
GDF5	8200
NARF-AS1	111082991
MYADML2	255275
ENPP7	339221
LINC02080	101928514
LINC01443	400644
UGT1A5	54579
TRIM39-RPP21	202658
KCNIP2-AS1	100289509
TRBV29OR9-2	6958
IGKV1OR-3	644731
FOXD4L3	286380
OMP	4975
SLCO1B7	338821
GPC6-AS1	100873972
CAPZA3	93661
PGLYRP3	114771
CHRM4	1132
ANO1-AS1	100873981
KRT79	338785
IGLJCOR18	204777
LINC01749	63930
BACE2-IT1	282569
SLCO1B1	10599
CALHM3	119395
LINC02411	101927637
LINC00393	100874156
CT45A5	441521
MMP13	4322
MAGEA9	4108
LINC00408	100652856
EHD4-AS1	101928363
SSTR5	6755
KRTAP5-10	387273
GPR179	440435
SYT3	84258
CDH9	1007
NPIPA7	101059938
TBC1D3	729873
SFTPA2	729238
IGLV5-52	28779
ADCY8	114
VCX3A	51481
SLC25A47	283600
LINC02280	101929634
LINC01756	101928460
LINC00566	100861547
LINC00939	400084
GOLGA6A	342096
TBC1D3F	84218
TBC1D3K	101060351
R3HDML	140902
UBE2Q1-AS1	100874097
MAGEA2	4101
TEX26	122046
HOXD10	3236
LINC02303	105370479
CPNE6	9362
PRDM9	56979
LINC00396	104355146
STK24-AS1	100874069
DDC-AS1	100129427
LINC00462	100129597
LINC00319	284836
LHX1-DT	102723471
LINC02135	146513
RPL3L	6123
HS3ST6	64711
LBP	3929
TXNDC2	84203
GACAT2	100287082
TEX19	400629
EFCAB3	146779
PCSK6-AS1	105371027
SPINK6	404203
LINC01048	103695431
ECE2	9718
GRK1	6011
ATP11A-AS1	100874205
PSPC1-AS2	109729130
HIF1A-AS1	100750246
OCA2	4948
TMPRSS9	360200
SPRR2E	6704
SPRR2A	6700
SPRR2D	6703
LYPD8	646627
CTNNA2	1496
IL37	27178
SNTN	132203
LYZL4	131375
LINC01124	440925
RAB6D	150786
IL36G	56300
IVL	3713
MCHR1	2847
GPX1	2876
HAPLN2	60484
CLCA4	22802
CLCA2	9635
ACTL8	81569
AQP4-AS1	147429
TBC1D3D	101060389
LINC02005	105377165
FEZF1	389549
MID1IP1-AS1	100874211
AMELX	265
SNCB	6620
IL12B	3593
LINC01556	729583
SLN	6588
MMP8	4317
LINC01561	404216
HOXC13	3229
PDE6H	5149
GDPD4	220032
HHLA1	10086
CCL27	10850
DMRT3	58524
SOX14	8403
P3H2-AS1	101929152
SCARNA2	677766
EPHA5-AS1	100144602
EYA1	2138
CRH	1392
RIPPLY2	134701
GABRA1	2554
CARTPT	9607
ZZZ3	26009
SERPINB4	6318
LINC01138	388685
SERPINB13	5275
ZNF750	79755
LINC00869	57234
KRTAP3-1	83896
LINC01713	105372516
CEACAM20	125931
OVOL3	728361
CASP14	23581
SEMG1	6406
CCDC27	148870
LINC01647	101929181
LINC01346	728716
KRTAP13-2	337959
LINC00339	29092
PAX7	5081
SH2D5	400745
FAM151A	338094
TMCO2	127391
LINC01648	101929406
EPHA8	2046
TMEM132D	121256
LINC00940	100271702
INA	9118
MAT1A	4143
RNU11	26824
DEUP1	159989
HBG2	3048
SERPINA6	866
NOL4	8715
TMIGD1	388364
LINC01586	101929743
GLRA4	441509
RPL36A-HNRNPH2	100529097
S100G	795
SHOX	6473
TAAR2	9287
NKAIN2	154215
LINC01564	101927171
PLS3-AS1	101927352
DEFA6	1671
LINC01111	101926978
DEFA5	1670
GCM1	8521
BCYRN1	618
TMPRSS11F	389208
TMPRSS11A	339967
TMPRSS11D	9407
EXOC1L	644145
NWD2	57495
LINC02041	105374261
LINC00501	100820709
GPR87	53836
TCP11	6954
PSORS1C2	170680
MUC21	394263
RNF182	221687
LINC02428	101929448
NKX6-1	4825
TMPRSS11B	132724
FOXE1	2304
SOHLH1	402381
ANKRD33	341405
A2ML1	144568
LINC01516	101929025
ATP12A	479
MT4	84560
LINC02178	105371248
RNASE7	84659
STOML3	161003
LINC00707	100507127
CALML3	810
ALDH3B2	222
CALCA	796
OR52N1	79473
OR52A1	23538
CALML5	51806
UCN3	114131
HEPHL1	341208
FGF3	2248
FGF19	9965
GAGE10	102724473
ALG13-AS1	106478971
KCNT1	57582
ADGRD2	347088
LINC01451	401561
FAM157B	100132403
SCGB1C1	147199
LINC02224	102723839
LINC02271	105377249
LY6G6F	259215
DDR1-DT	414771
MOG	4340
LINC02288	283575
CASC21	103021164
GOLGA6L22	440243
ANKK1	255239
LDHAL6A	160287
OR56B1	387748
PRMT8	56341
CALHM1	255022
SH2D7	646892
C1QTNF1-AS1	100507410
GNG13	51764
CHST5	23563
SLC15A1	6564
TUSC8	400128
DNAJB13	374407
MS4A10	341116
URAD	646625
FLJ13224	79857
PLA2G12B	84647
MEP1B	4225
WDR64	128025
GRM7-AS1	100873937
CHRNG	1146
RNU6ATAC35P	106481171
SULT4A1	25830
IGSF23	147710
FAM187B	148109
SVIL-AS1	102724316
SSBP3-AS1	619518
TEX38	374973
TMEM269	100129924
OPRD1	4985
BMPR1B-DT	100507012
IBSP	3381
LINC01424	101928689
GNAT2	2780
LINC-PINT	378805
LRRIQ4	344657
RHO	6010
WNT3A	89780
SPATA3-AS1	348761
LINC01120	389043
SPRR1A	6698
LINC00870	201617
C3orf49	132200
DAZL	1618
SPATA45	149643
ALPG	251
TRARG1	286753
SMIM36	101927367
LINC02122	105379036
SCGB1C2	653486
PINX1	54984
LINC01060	401164
LINC00680	106660612
C8orf44-SGK3	100533105
SIRPG-AS1	101929010
VPS9D1-AS1	100128881
MDC1-AS1	106478956
BCL2L14	79370
PARG	8505
MPZ	4359
KL	9365
IQUB	154865
PLCG1-AS1	101927117
RAB2B	84932
POF1B	79983
PPP1R13B	23368
VPS26B	112936
TMEM68	137695
TCTN2	79867
SPRY3	10251
IQSEC3	440073
LYSMD1	388695
LRRTM2	26045
CNTNAP3	79937
SERPINE3	647174
TMEM238L	100289255
MIF-AS1	284889
CHAD	1101
LINC02506	102723828
UNC79	57578
NUTM2E	283008
TRIM74	378108
DUOXA2	405753
DDC	1644
LINC02055	107986980
CA3	761
RAET1E	135250
CPB1	1360
LHX4	89884
BEND2	139105
NALT1	101928483
TMEM64	169200
PINK1-AS	100861548
DYNLRB2	83657
COPS4	51138
ZNF793-AS1	101927720
LINC00836	101929052
INTS6L-AS1	100874118
MAEL	84944
NPIPA2	642799
RTL1	388015
LINC02192	100507534
ADH4	127
KRT13	3860
GJB1	2705
CCDC63	160762
USP50	373509
PPAN-P2RY11	692312
ONECUT3	390874
MYCNOS	10408
ITIH2	3698
LINC01285	101928287
VSNL1	7447
LINC01830	105374322
NTS	4922
GJD3	125111
ZNF385B	151126
STX19	415117
LINC02106	100287592
PNMA8C	110806277
LINC00322	100126693
SLC4A1	6521
TTC6	319089
LINC02204	101929151
GP2	2813
SMIM10L2B	644596
KRTAP12-3	386683
TPTE	7179
APCS	325
KCNK15-AS1	106144538
KRTAP4-1	85285
CYP2C8	1558
HAO1	54363
ADRA1B	147
PCDHA13	56136
SLC35D3	340146
SSTR1	6751
LIVAR	102724895
FOXA2	3170
HOXD13	3239
SLC9A4	389015
RIMS2	9699
RORB-AS1	103752585
CLUL1	27098
CT45A1	541466
LINC01087	101927994
LINC02137	105371295
DMRTA1	63951
LINC02279	107984637
SPATA4	132851
CPA2	1358
PRICKLE4	29964
LPA	4018
CFAP77	389799
SOX11	6664
CCDC87	55231
EVX1-AS	101410536
LANCL1-AS1	102724820
FAM180A	389558
RGS8	85397
RTBDN	83546
KISS1	3814
CTAGE15	441294
PLCH1	23007
HOXA6	3203
LINC02249	26082
AADAC	13
NRG3	10718
LINC00970	101978719
FAM41C	284593
HECW1	23072
ESX1	80712
CCAT2	101805488
CKMT1B	1159
FBN3	84467
RASAL2-AS1	100302401
KRTAP5-1	387264
FAM47E-STBD1	100631383
SCGB1B2P	643719
URGCP-MRPS24	100534592
OSBPL10-AS1	100874206
FBP2	8789
LINC00365	100874146
LRAT	9227
ZNF177	7730
LINC00698	285401
MAGEA11	4110
TRBV5-7	28608
DSG1-AS1	101927718
MYO3A	53904
EPCAM	4072
PROZ	8858
VWA2	340706
LINC00958	100506305
ACTA1	58
ESPNL	339768
TMEFF1	8577
TRPC5	7224
MSMB	4477
KCTD8	386617
IGFALS	3483
GYPB	2994
PANCR	110231149
POU6F2-AS2	100689074
ZIC1	7545
LINC00491	285708
CFAP52	146845
PENK	5179
SOX21-AS1	100507533
SLC35G6	643664
IGSF11	152404
ANGPT4	51378
LINC02327	102724917
LINC02253	107984764
CSAG3	389903
CALCR	799
FOLR1	2348
FRMD1	79981
KCNJ16	3773
SERPINA4	5267
SULT2A1	6822
DACT2	168002
NLRP9	338321
AS3MT	57412
TTC23L	153657
C1QL3	389941
HRG	3273
SHBG	6462
NANOG	79923
FAM184B	27146
CYP4F2	8529
LINC01460	100129995
DMRT2	10655
IFT74-AS1	101929602
LINC01990	101929607
OTOGL	283310
LINC01630	100287225
DPYSL5	56896
NXPE1	120400
PCDHGA1	56114
DRGX	644168
DCST2	127579
KIF25	3834
SERPINC1	462
ABCA12	26154
SMPX	23676
LGALS7B	653499
CCNA1	8900
PON1	5444
CCDC198	55195
GJB7	375519
C4orf36	132989
PATE2	399967
C5orf52	100190949
GABRG2	2566
TUBB8	347688
WNT9B	7484
UNC93A	54346
LINC02487	441178
LINC00479	150135
SULT1E1	6783
NOX1	27035
ZBTB20-AS5	101929754
FUT6	2528
SLCO4A1-AS1	100127888
HM13-AS1	100874042
KRT6B	3854
GCGR	2642
SPEF1	25876
GCKR	2646
SLCO1B3	28234
DSG3	1830
GPR142	350383
PRAC2	360205
PYY	5697
CCL15	6359
SNAP25-AS1	100131208
FGF8	2253
NEXN-AS1	374987
TMEM95	339168
LMX1B	4010
LINC00628	127841
CASKIN1	57524
LINC01589	100506737
LINC00605	100131366
MEG9	100507257
HTR1E	3354
LINC00519	161342
LINC01269	103695436
PLA2G4D	283748
CLDN10-AS1	100874194
HBM	3042
CEACAM7	1087
SLC5A11	115584
CHRNB4	1143
CAMKV	79012
GUCY2D	3000
EVPLL	645027
LINC02012	100129516
GREB1L	80000
TDRD12	91646
TMEM82	388595
NT5C1B	93034
KCNH6	81033
IL17REL	400935
S100A7	6278
UBE2L5	171222
DPP6	1804
PCP4	5121
SPINK7	84651
SPINK13	153218
TSNAX-DISC1	100303453
NFE4	58160
GPR37	2861
ACE2	59272
LINC01170	103724389
